content,predicted_topic
I have been using this app for a few years now and suddenly it doesn't work with android tablet what happened guys,1
Don't open. Always glitched,0
Wants too much information to begin using,0
Review function has been acting up lately showing post from 2 years ago and nothing new,0
"I don't know who's updating scales open/closed, but it's not me...",2
BEWARE-NOW IS OWNED BY THE CHINESE! app literally updated itself without my permission and completely changed it's appearance and functions. I'm not keeping anything in my phone that can make changes without my permission.,0
Does not have voice turn by turn. Unable to contact company for refund. Pointless and dangerous app if you have to read directions while driving. .....,0
"The upgrade you guys did messed the old perfect App, reverse it to the original one",0
What happened to all the mile marker exit numbers? Like I want to know where I have to turn. They used to b there. Now most of them are gone,0
Crashes 5.1.1,0
Causing unrelated pop ups,4
I uninstalled it. Completely f******* useless.,0
They post any review in a second but won't accept fuel price updates.,0
As a free app was great... As a paid service I no longer have a use for it. Maybe get the truck stops pay for it an list fuel prices since the stops benefit the most,4
Use more mile markers. It doesn't show to the minute when a weigh station opened or closed. The time of day is also wrong.,2
Not optimized for trucks is what the maps said. REALLY?,0
I pay the membership fee and now with a recent update... ads all over the place. Need to correct asap. Support doesn't respond to any support requests.,2
To hard to navigate type in a city where there is a truck stop nothing found its a pilot,0
Why can't I leave a review on the places that I visit it only asked me to say if the lot is full or empty since I can't leave the review it says please update status instead of leaving a review so I can help other drug Truckers why am I not allowed to leave a review,0
When i when i turn on app it goes toowallcott iowa i am in new jersy,0
"Put in route to my next delivery, tried to send me down Interstate 85 thru Atlanta, every driver knows that you can't take a big rig thru the heart of that city",0
App Stop functioning rapidly no one will respond to customers work message what's going to navigate app,0
Quit working right 10 20 2018 with no advanced warning. Tried uninstalling and reinstalling and checking settings on my phone on the app. Had no choice but to uninstall it,0
Censored like 1984,0
Why my reviews aren't showing Please fix,0
"Never updates current location anymore when you open the app up. App has been stuck in the same area for almost 4 months now, even after updating the app multiple times. Also uninstalled and reinstalled the app 4 times so far but same results",2
"Just doesn't work for me, thanks.",0
HORRIBLE STAY AWAY !!! I NEED A REFUND NOT A TURN BY TURN COMMERICAL GPS. DONT UNDERSTAND WHY THEY DRESS IT UP LIKE A TURN BY TURN GPS. ONLY TO LIST REST STOPS AND WEIGHING STATIONS. DRIVING COMMERCIAL IS STRESSING To begin with. I DONT NEED THese leach apps adding to my stress,2
App was really good for a while. Now it has a bug that tells me error happened and it won't show me if the weigh stations are open. It's the most important feature and it's not working.,4
Full of advertising,0
This app as far as I'm concerned only get to one star you said I would have given it five stars but they taking away voice so when you are not able to see the map while it's in a holder like a cradle you cannot tell where you got to go when you got to make a turn or how far you've got because you don't have the voice activation anymore so when I put the phone down I can't see the map I don't like it that's not good the map was good before the last update I still can look up all the places that I've always looked up but when you hit directions and the guidance there is no voice so you have to be able to watch the map as you drive,0
No way to find cheap fuel enroute,0
"Once was the best, now their the greedy, when told that drivers make less than minimum wage I was told ""WE HAVE SUPPORTED DRIVERS LONG ENOUGH"" drop them for Road Hunter, seems like the best alternative and EDIT YOUR RATING, let's show em what happens when the best reason for this app it customers walk away. Still think charging the people that make this app worthwhile need to pay when we contribute and that's the only reason for your sucess?",0
Nothing but filth. User reviews need to be censored for language and sex services.,0
Constantly stops now won't open,0
The app is in an endless loop of starting and stopping...have to reset my phone just to get it to stop...it used to work fine but it's really bad now,0
Crashes and won't open after recent update on galaxy S8,2
It suxxx,0
Trucker path is nit working on android 9.0 on google pixel 2 xl .. kindly do check coz i am in need of this app and i use it very often. Kindly check and if you could get back to me.,1
"Since last update, the app will not stay open",3
Glitchy junk,0
"New update and it logs you out as soon as you open the app. As the old saying goes, if it's not broke, don't fix it",2
Customer service sucks!,0
Does not offer turn-by-turn in real time it also sent me on a Parkway in New York which my vehicle could not proceed on,0
"Last update won't allow app to open on S8, pops up then closes repeatedly!",0
New update is horrible,1
"App keeps crashing, not allow to use it allowed",3
Stop looking for money and actually help truckers out,0
Location is way off it was great be for the update,0
Loved it till i got a new phone,0
Closes by itself. Installed several time but still not working,0
"This app was amazing until it was ""updated"". Now it's very clumsy and clunky. Please bring the last version back and I'll give it 5 stars.",0
Tried running this app on an LG G6. And it continually runs from the opening splash screen then crashes and back to the splash screen. It will not open at all and stays in this continuous loop until I deleted the app. Uninstalling and reinstalling did not help.,0
"The app was fine until you had to change it it sucks so bad I took it off 
of my apps and uninstall it",0
"Old version good New version stinks App will be uninstalled. NOW LEAVE THE 
APP ALONE!!!!!",1
"Having issues with this app at the moment. It keeps saying ""error occurred"" 
where it should be showing the parking status. Updated app and still same 
issue. Not sure why it's doing this. Please fix this issue!!!!",0
It is horrible it did not help me with what I needed it to do,0
"Download it 2 times. Both times it wouldn't open and just froze up my phone 
for a good 10minutes.",0
"Took two tries plus two minutes to launch, then spent four minutes claiming 
that it was finding me a truck stop before I gave up. And I'm on my home 
connection.",0
Stopped working for this device.,0
Your last update BS!!!,0
"Paid for subscription, but continues to say desired route not available. 
Route works if you turn off truck setting, but what the hell, I purchased 
this specifically for truck driving!!!",0
"This new update doesn't show the fuel price anymore, nor does it show the 
parking spaces available. There was nothing wrong with old version. How do 
I get it back????",1
You screw up the running mileage not liking this new update,1
Very difficult to find stops. Worthless imo. Uninstalling.,0
Stops downloading at 78%,0
"Would not even let me find Jessup Maryland with a paid subscription shity 
app",0
It won't let me download it so. It's one star til that gets resolved,4
"I could not get this app to open the trip planner. Therefore it is useless 
to me.",0
"Would use the app but every time I open it it closes right back down will 
not stay open or load admins please fix",2
"map/route not optimized for trucks? Why do I need this app than? Why not 
use google maps instead? Uninstall.",1
"Liked it before they started charging. Everybody has to make a buck off of 
a truckers back.",0
"Honestly it's an awesome app. The more people that use it the more accurate 
it is. The reason I gave it only one star is I purchased the predictive 
parking. I then switched phones and tried emailing to get it activated on 
my new phone with no answer whatsoever.",0
"It sent me on route 15 which is a cars only route in Ct useless app not for 
trucks at all.",0
Why is it called Trucker Path of it doesn't have trucker paths,4
"This used to be a great app. Now the reviews are all about lot lizards and 
beer. I paid for this before. Not anymore. They don't clean up the trash in 
the reviews so you can't get anything honest. Also people write fake 
reviews saying places are dumps or that the lots are full and when you get 
there, there are a lot of spots and the place is very clean. Moving on. 
Google lets me know everything by voice command.",4
"i used this app for a long time came to depend on it. At 3rd last update 
the app would not close in background i had force close it but it stayed 
closed. now i force close and it restarts in background. force close and 
restarts it self. I know all of this becuase at idle with no apps open mu 
location ivon is active, i force close this app and location icon goes off. 
now it starts when i restart phone(in background and tracks every 
movement). the service this app provide is not uncommon. removing and never 
using again as i can get same services elsewhere without having this app 
track and harvest everything even when i dont have app open have not opened 
or not using it. fkg mazi devs. DONT CONTACT ME I HAVE THIS APP 3 UPDATES 
TO FIX BUT APPEARS TO BE INTENTIAL SO I AM GONE",3
"Downloaded this because I recently started doing deliveries in Boston. 
Getting out of Boston is difficult because the fastest eays out are all 
roads that dont allow trucks or have low clearances. Was disappointed that 
when I entered in an address the app says that the route isnt optimized for 
trucks yet so it sends me down all the roads I cant be on.",0
"The app is a must for truckers, UNTIL RECENTLY. The app has been draining the battery of my LG smartphone. The problem is that even though the app is closed and NOT IN USE, it is somehow running in the background. I found this out by checking the battery usage in my settings. I have to do a ""force stop"" to keep it from running, but an hour later it starts running again.  I have written to the developers TWICE about this and they haven't bothered to respond. And when I mean it drains the battery, I mean it drains it in less than 2 hours!  Stay away from this app until they resolve this issue.",0
It stopped working PLEASE FIX,0
"This app was a useful tool until the last update broke it. Completely 
useless at this point for trip planning, finding parking status, etc... 
Very disappointed long time customer.",0
"I've been driving truck for 12 years. Recently started long haul again 
after long stint of local work. A lot has changed out here and this app has 
proven to be an INVALUABLE tool! Best part: it's absolutely free with NO 
ads. (Does use data for maps and statuses) I highly recommend give it a 
try...really nothing to lose!",0
Getting error reports for parking and weigh station syatus since update,2
Stopped working after latest update,3
After last update got some data connection issue,0
"Latest update says bug fix...it's worse now than ever before... keep 
getting an error message when trying to find parking status or distance.",3
These past week it is stoke won't open skale,0
"What used to be a great app is now just another useless data wastinG. P O 
S.....Error happened no matter what you click.....useless!!!!!!",4
Ad blocks status. So it's not so useful anymore,0
"App used to work great but it has recently stopped working. The parking 
status and reviews dont load anymore. Most recent version. Oh well. Used to 
work great, terrible now",3
Update sucks error happened msg constant,0
Constant errors,0
"Useless the last couple weeks. Everything you try to see gets you an error 
message.",0
Please fix it's not loading scales anymore I use this app every day,2
"Used to work well, after bug fix always an error, and always asking for an 
internet connection. Screwed up a decent app, delete!",0
"This app used to be great now you have to pay so you can see parking 
aviability that sucks",3
"Errors,after update",0
"The adds now block data. And now it won't to internet data updates for 
parking or fuel prices. A very annoying greedy lazy, could be helpful but 
it's greedy lazy broken app for truckers. I can't update parking now. It 
has stopped communicating. And they won't listen when no try to update fuel 
prices or add new places. Just greedy people, not helpful Someone else 
needs to make a new program and take over what these greedy people have 
ruined",4
"It was a great app till yesterday. Not it won't give parking availability 
till you get to to Truck Stop. Majes till app worthless now. I tried 
uninstalling and reinstalling but it still doesn't give parking 
availability till I get there",0
"Keep getting ""error loading"". Apparently weigh station history is too much 
to ask for anymore. Used to be a good app, but I guess either the DOT got 
to them, or all the ELD commercials aren't paying for the server well 
enough.",3
"Used to be great. Update made it a POS. Constant errors and no way to get 
accurate information.",3
Not paying for this,0
"Constant 'Error Happened' last few days.. No updates to any parking 
locations visible and reviews are full of spam ads and sandbox name 
calling..",0
"What's up with the new update? Can't get mileage data from Directions. 
Can't get Parking Update. ""Error Happened"" or N/A???? What gives??",1
"Since the last update noting works the way it was. Error after error, 
Realtime updates given for weigh stations or parking are posted witu6a time 
delay 1 hour. Very disappointing, the most important app as a trucker has 
become almost useless. Why and for what do I pay?",4
"Good app to help find places but it is constantly using your GPS when not 
in use. This needs to be fixed. It kills your battery. Uninstalling until 
this annoying problem is fixed.",3
"I've always loved this app but lately it has been glitching up and freezing 
every time I try to touch something. I downloaded another truck parking app 
until y'all get yourself figured there",0
"The newest update to this app is terrible. You can click on the location 
and get the pop up to tell you about your stop, ie: available truck parking 
spots, fuel prices, etc. It freezes up, not good. It wad fine before this 
newest update. Go back to the version before this update. It even freezes 
up my phone",4
Features that used to be free now hidden behind a paywall. Pathetic.,0
Pay for it or get ads and no info,0
App sucks now that they charge. Sell ad space instead Trucker Path.,0
Too slow to load anything.,0
"As others have said, the new update is terrible. You click on the truck 
stop you want to look at and the parking status is covered by a ad and when 
you click to see what the stop has the screen turns black and you get 
nothing. It seems like after a week of complaints they would fix it, but no 
fix yet. I even sent an email and got zip for a reply.",1
"Trucker path was sold to the chicoms and look what they did with it. The 
app no longer works and adds cover up important information. Uninstall 
before they decide the only way to make money is to sell your data.",4
"Newest update crashed. When touch for nor info I get blank screen. Please 
fix asap",0
"Since last update on my phone the app no longer works, try to contact them 
but they are ignoring the issue, obviously the is no customer service for 
this app,too bad, I have to uninstall it and find another one",0
It used to be a good app but now ads are blocking the time a spot has been available so I don't know how long a spot had been available or full,2
"Latest update messed up the app can't open the places to find info screen 
just goes black done same thing on husbands phone",3
Used to be good until they put sales banners over info very annoying,3
"Have used this app for a couple years. Would have been 5 stars, but it's 
got a bug that causes blacked out screen. It's useless now.",0
"Was my primary app to either find cat scales and or a place to shut my eyes 
for the night but the most recent update left this app crippled i have 
attempted three times to reach out to their support team and have never 
gotten an answer back",2
"The GPS side of it blows, no turn by turn directions",0
"Can't get info anymore , like phone numbers amount of parking stop has no. Showers address , app is now failing , why ?",0
"Now with overpriced paid subscription, none of the parking data is up to 
date, only paid users can update, which are few & far between. So all the 
scale & parking data is unreliable now.",0
"Now greedily blocks view of parking status with ads from map view.  The word ""white"" is censored along with cussing apparently.   Mostly useless ""reviews"" with a lot of sexual requests & non factual opinion pieces.   App on the decline...",0
"Since update app has turned to garbage can't get reviews can't see history 
total junk please fix as this USED to be one of my favorite tools to use 
now its total junk",3
"Was a great helpful app but after doing update I can no longer do updates 
or look at reviews and it keeps putting pop up ads covering the statuses",0
"Latest update broke the app. When tapping a location description from the map, it delays then goes to am all black screen.",3
Screen goes black when I attempt to see reviews and other info. Fix now,0
Your update sucks advertisements in the way of parking status and now it goes to a map view but doesnt show parking status clearly. Give you one week to fix then its gone.,0
Useless app after latest update. Won't provide fuel prices or info. Used to work fine until latest update. Deleting...,3
"I am constantly force stopping this app because it runs in the background using GPS which uses ALOT of battery, on the flip side this app does have alot of useful information that is constantly up to date but the battery usage is a vary hard fail (100% to 40% in 2 hours) I am forced to uninstall.",0
I guess new update is to blame click on truck stop to view info all I get is black screen and phone is brand new s9,1
Its says free but then it ask for contributions,0
Too many ads even with the membership doesn't always work and is always in accurate... What a joke,0
"Shows stations that doesn't have road diesel, want out of my way to refuel, station only had bio diesel. Wasted time & fuel.",0
It used to be a great tool but now unless you pay for the premium version  the parking status is covered by adds,3
"App used to be very useful. Then the ads started covering the most pertinent information, rendering it useless. Uninstalling.",3
"It's a ""free"" app that blocks out the truck stop parking information unless you upgrade to the pay version. It's helpful if other truckers update the info on truck stops, but blocking the info unless you pay is b.s.",2
Can't see parking updates from main screen anymore because they are covered by ads. Uninstalling.,0
"This app seems to be getting worse, not better. I'm almost at the poor of finding a new app. When looking for restaurants near a truck stop using the restaurant tab it now gives banks tire places atms. That makes absolutely no sense.",0
Switch to truckbubba ..Ruined it with poorly placed  ads just like every. Other app out there,0
They put ADS over the parking status. That is just lame.,0
Sucks,0
You can't update status of scales anymore,0
Up till a couple weeks ago this was a five star ap p now at 70 miles an hour going down the expressway with corn fields on both sides of the road the app ask me if the lot is full or not the app is gone to s*** in the last couple weeks,0
"Used to be fine, now the ads cover the parking availability, and they beg for reviews over and over. Here's a review for you: your app needs fixing. Reviews for places are full of idiots to boot. Reviews need some kind of approval system so the pages aren't full of ""parking? Parking? Beer? Oh how many spots open? Is there beer here?"" Etc. I'm at my wit's end with this thing.",0
Was a good app to have now it's plastered with adds over the parking status and won't show the exit number anymore I'm moving on this app now sucks if your looking for a good app go to trucker bubba,3
"Doesnt work anymore, started using Road Hunter app, much better, real truck routes and better support",4
You ruined the app with those ads!,2
Ads covering parking availability just about has me to the point of uninstalling. Fix soon or your app is going to be useless because we are all going to leave.,0
"Here is the serious issue I have with the app.  Every time I pass by a place that is on the map such as a scale house or truck stop.  Or rest area.  The app DOES NOT NEED TO ASK ME EVERY SINGLE TIME WHILE DRIVING WHAT DOES THE PARKING LOOK LIKE AND IS THE SCALE HOUSE OPEN OR CLOSD.  IT IS DISTRACTED DRIVING,  you need to fix that issue,  there is no reason the ask me a dam thing when I pass a scale house.  Us drivers know when we get there, because there is a dam sign that says open or closed.  ALSO I don't care about the scale house for the opposite traffic.  SO QUIT ASKING ME ABOUT THAT TOO.  this is why I am giving you a 1 star and which I could give zero.  There should be a option in the app that enables you to not ask about that stuff while driving.  Let alone you should make a drive mode option.  If I don't see an update,  or any response  to this review for future plans or solutions, I will just report this app to google for possible distracted driving.  Many of us drivers use this app just to have it open,  and to glance at.  Not to be touching our tablets or phones while driving because your curious if a place has parking or not.",2
Need to remove the adds on screen so I can see parking instead of some add,0
This app used to be amazing. They've since sold out to a foreign company. First thing said company did was stick ads over the parking status updates. If it weren't for sheer number of users I'd completely forsake it for the Samsung app.,3
"Use to love this app, now I'm frustrated. Can't do what I was accustom to doing with in the app. Very dissatisfied with it, had been using it for a long time, now out of nowhere it is saying that the app may not be optimized for my device. I also sent two reports on this matter only to not have someone respond to them.",4
"The ""free load board"" is non existent. When I click on it, it routes me to the google play store where it says: Item not found.",0
"No longer useful, they have placed adds covering much needed parking info. They made this app pointless.",0
This now has an add where the parking  availability is. This is now a useless app. AND YOU WANT US TO FEED INFO?,0
"This app would be 5 stars. Up until a few days ago it was extremely helpful. Then they updated it. Now when you click a truck stop to see status there's a giant ad blocking status. So when you have stacks of stops in one area, it's extremely difficult to tap, tap, tap to find spots. Now, tap stop, open it up to see status, close it, tap a few times to get to the next one, rinse and repeat. Let's be realistic here. We use this going down the road. The less clicks the better. I have no problem with ads, as long as they don't interfere. These interfere in the worst way. Funny enough, I opened it up to buy it right after the update because I like supporting products i use. Then I saw the ad placement. Nope. Way to ruin a good thing.",0
"Why isnt there any options to customize truck info like if your driving 13ft box truck need to know where low bridges are... also no option to remove what is displayed on map, this is seriously useless.. app sucks and they want 20$ for night mode? Lmfao. if someone needs to know where walmart or any info you have stuck on map their google maps does that anddd more! A free truck app that actually works would be nice like google maps yet you can customize your vehicle info to avoid areas where it doesnt fit.",1
For most part unreliable...,0
Sold off...to the CHINESE.....No thanks!!!!! ZERO STARS FOR SELLING OUT,0
"I wanted this to route me through the truck routes, but all I see are truck stops and weigh stations.  Useless to me.",4
Paid for premium service but cannot login or use service. Seems to be little customer support for this app,0
This thing is wrong just past the scale and they was open,0
wont let me login,4
Annoying contact and spamming. After I uninstalled their app they kept spamming me after multiple complaints. They still are spamming me.   The app is medocre at best. It's desiged as a data miner so I would suggest you avoid it.,0
Tried an adress that i drive a tractor trailer to and it gave only the car route....usless,0
What happened to the update button? I can't find it on my screen. Can't update weather scales are open or closed.,0
I want the old version back... you updated app and ruined it,0
It kick you out when u try to navigate with the GPS,0
Sucks,0
Absolutely hate this app. It will not update my current location. It keeps saying I'm in another state.,0
"Annoying drive by questions about available parking, not related to route.",0
Again you changed the symbols on the map.  I don't know if it's a Loves or  Petrol without clicking on it. If it's not brick don't fix it.  Who ever came up with changing it should be fired...,2
Sucks,0
"It isn't set up for big trucks. All it says is that they are working on it. What are supposed to do, pull over and wait?",0
Do not care for trucker path the only thing i like is the load finder and finding weight station or sometimes if i need a truck stop the trip planner is useless and does not navigate at all other than that a very stupid app,0
Drove around for about 6 hours trying to find a weight station every single one i when to on the app didnt exist,0
"Embedding Google Maps into the app is a bad idea. When it re-routes, it opens maps outside of tp. Also, the extra clicks to choose a program EVERY time. I should be able to choose a default and not have to click through to using gm every time. DON'T EMBED MY APPS IN YOUR APP. IT DOESN'T WORK WELL THAT WAY.",3
please remove latest update.,3
The new update it horrible can I get the old version back,1
updated version had me on the country back roads of Alabama was some scary stuff go back to old version this one is for cars,0
App says route not for truckers had me mapped on a restricted road useless,0
1st route I punched in. This app wanted to send me down a no truck parkway . And a 2nd option route had a low brigde . Lucky for me I knew this info before I hauled ass..your app sucks donkey B's..,0
"This app was good, but now not so good. The map display hasn't been working. It's useless without​the map.",0
Routed me to 110 N to Pasadena Ca. Which every truck driver in Southern California knows that it is not a truck route,2
Terrible app ruined it with update,0
Weigh station revies show up in a random order. Fix it,2
"New update, no triad roads or road numbers now...pathetic",1
"Night mode held behind a $2/month paywall? Wow. As this app gets more popular the greed of its makers increases. I've been using this app for 2 years. I got annoyed a while ago when they allowed truck stops to pay them to have their icons stay on the map permanently, no matter how you adjust the filters. I purposely avoid those places because of that annoyance. Now a monthly subscription ""premium"" service with no ads and night mode. Worth the price? NOT EVEN CLOSE. Expect them to make the ads more annoying so you will become a premium member. Also expect them to remove normal features of the app that they will put behind the $2/mo paywall. It's going downhill fast folks. They're seeing nothing but dollar signs. I understand they have every right to profit off of this app, but a subscription service is not the way. It feels so sleezy. Suggestion: a one time fee of $5. I'd pay that.",1
Downloaded the app to drive a commercial vehicle and the first destination I put in it suggested me to take a Parkway. Kind of useless.,0
Just go buy a Garmin Dezi.  Has everything you could want in a gps system.  Thats what i did and it works wonders!!,0
"I work for a company, not my truck, so I dont need the loads thing. But Im with you, for long time now. And you telling me there I have to pay for the Night mode. ??????",2
When did Idaho. Become Ohio..,0
Used to be great it got uninstalled  now that I re installed it it will not work very sad,3
Stopped working was a great app but now won't show roads pre route nothing,4
"Interstates; Highways; SR's; CR's; streets; etc are still unaddressed & hard to see. Stop identifying every gas station as, a truck stop. They're not. Start identifying TOLL roads, as such. There are new POE's and scale-houses, out here. Get them on your program. Its time to step up to the big league, junior, if you want us real truckers to use your program, and not just the, ""cookie-cutter"" drivers who just came from McDonalds & Taco Bell, and think they're professionals.    ""X""",0
Crap app with all of the idiots on it. Don't leave any negative reviews on stops or you'll be blocked. Uninstalled.,0
It simply sucked. I was forced to purchase a GPS,0
"After the update when you try to plan a route it only gives car route with no truckstops, scales etc.",0
Having problems again. This recent update suck and screws up everything that was good. Bring back what you had cause I won't use this app anymore,2
Enjoy the app. Then it upgraded and now all I can get is route for cars. Before I could search for truck stops rest areas along my route but not any more,2
"Totally perplexing app, doesn't intuitively allow me to find information I need, when I want it. Seems as it's always been in development. I had high hopes it would deliver on basic needs. As an OTR driver, I give it a Fail and no more of my time. Deleting now.",3
"This app was awesome but after last update it be came a shot, I dont get to see weight stations status or truck stops status pls fix it",2
"The scale status stopped working when I used it and it would give only error messages, so I deleted it.",0
Sucks,0
Would like if you added new loves travel stops in the usa,0
Want scale info only,0
After the update doesn't show scales wether theyre open or close and still not a truck route,4
It's crap. Set my trip on a parkways and no truck routes.,4
Its bullshit how you have to pay  to see the fuel prices,4
This does not give you commercial truck routes typed a location to check it and told me to take the cross island parkway that is not a commercial route passenger vehicles only,4
Used to be good,3
Can we stop with the forced updates? Not everyone is so lucky to have unlimited data and we like to stretch it out as far as possible,0
After recent update you have to pay in order to see diesel prices. This is the only reason I was using it. Now this app is worthless.,2
Why is this asking for in app purchase permission to update? I'm not purchasing anything. Its been free as long as I've had it. Im not going to start paying for it now. //Why is there anything to purchase? What purchasable features have been added?,0
$$$$ got in way of a great app. U guys  r still wanting 4.99 to tell me fuel prices and navigation . I can get all this for free else where other apps.,4
App just did an update now it won't open at all.,0
"TAKE A BIG CAUTION!!!  THIS DOES NOT WORK.    I ARRIVED AT A SCALE THAT WAS OPEN. THIS APP,      SHOWED IT WAS CLOSED.      KEEP AWAY!!!!",2
"I used this app every day. I woke up this morning and it said I need to update it. After the update, I can't use the trip planner any more without paying a monthly fee. So much for a good ""FREE"" truck GPS app. I'm un-installing it now.",2
"It's a great app. Although when it forces me to update to use it pissed me off. I periodically update apps on my phone after reading that there are no issues with an update that is being installed. But when app simply strong arms you into updating it  that's an automatic 1star rating from me. It used to be a 5star rated app but, sadly, it is no more",4
Couldnt get info,0
"As a truck driver I was pretty excited.  I downloaded the app and was impressed with some of the features,  but then,  I tried to figure out how to use the navigation system. That's when I started realizing that this was not the app for me or anyone else for that matter.  The GPS doesn't actually give you turn by turn navigating and when you type in your location a system message reads that this app is NOT designed for truck routes!!!?   WTH. THE WHOLE APP IS DESIGNED FOR TRUCKS!! Waisted my time.  Thanks!",2
"App now wants you to pay to see restaurants, already too much abuse with people marking the parking full, not worth $5 a month! Deleting app & will install another app",0
I've used this app for long time free now you have to pay for certain things on it SUCKS,0
I have unstalled app an reinstall app 4 times called at&t an it still wants me to sign up for 4.99 a month VIP deal it locks fuel $ so you can't see them an won't let you use plan trip,4
This app was a good app then you want to start charging for something that was free I think you suck and need to stop producing apps if you have to try to rip off the market that made you who you are,3
You're charging five dollars a month for something I used for free for so long. I would do a one time purchase of around three bucks but that's about it.,0
If I want to pay for info I would keep it.  New update killed it for me try truck Bubba it's free,0
Put previously free features behind a pay wall! Brilliant!,0
Now you want to charge to view the restaurants at the locations?? Delete,0
Did it occur to any of the developers that it might not be a good idea to put crowd-sourced features behind a paywall?,0
"This app is horrible. If i had actually used it in an unfamiliar area, i would have ran into a bridge. Do not trust.",0
$4.99 monthly....you lost your damn mind,0
$5 per month! You've got to be joking!,0
Went from free to pay... Zero stars.,0
They did pay for TRUCK PATH time to get back to paper truck stop book,0
Used to use this app all the time to find truck stops along my route but not worth it for 5 a month. After 10 months you could buy a tnd t80,2
Not only have they gone and put a pay wall up they hid the restaurants behind that wall,0
"Sorry but even tho I like this application, I will not pay $4.99 a month for using it. I am uninstalling your app.",0
This 499 a month charge for features that were free before the last update is really going to drive users away. We as drivers give you the updates but you want to charge us for looking at it.  Charge for routes if you must but charging for information we drivers provided for free is wrong.,0
For an app that use to show everything for free. Plain ol stupid. Ya'll have lost your damn minds!,1
Not free anymore!,0
Prices are not right parking updates not acceptable.not worth 4.99 a month for inaccurate info. Like knowing were truck stops and stuff is but not going to pay you everyone likes to rip off truckers. What happened to free app.,2
I have found this app to very useful but it is not worth $60 year. I took a look at Road Hunter and it seems like it will be an acceptable replacement.,0
Used to use all the time. Uninstalling due to paywall,0
It worked great before the update now I/you can't get in anymore now back to the old way fix this,0
"I realize that you need to make money, but the features that you froze unless paid for are actually provided by Google Maps, or feedback from other truckers (parking and weigh station closures, for example). You aren't paying them, but are charging us. I really liked the interface you provided, but as a team, we can go to Google and find the information you have locked us out of. I'll be looking for something that doesn't charge for free services. CBL",2
Uninstalling to due app getting greedy,0
"Just found the reason to uninstall this app, now you have to pay for whats been free..",0
"This app is massed up all the way around. It shows wrong fuel prices, wrong scale status. Dosnt show all scales. Don't trust them. And now they want you to pay for it. Wrong and greedy. There are much better trucker apps. DELETING!",0
"Been using your app for years... now changed added a second cell phone and this one is saying $4.99/month?? I could understand maybe $20/year or ads or charging big truck dealers/vendors but drivers?? I'm going to look for other apps. Sad smh 😔 FYI, Just found ROAD HUNTER, switching to that app.",1
Absolutely do not update to newer versions if you have a free version the newer versions require a monthly paid subscription i guarantee i personally will Not update status of anything.!,0
I had rated this awesome. Now they want $5 - $10 a month! Big big mistake! Way too much!Awesome app! Use it daily. Just wish vulgar commentators were booted. Also seems to take extremely long time to correct wrong info.,1
"Now that features I used are no longer free, time to find a new app",0
Was great until you had to start paying,0
"Stop the canned responses. You didn't tell anyone you were going to start charging for the built in functionality. You didn't support the trucking community, we supported you with all the vital reviews and parking updates, etc. You even got paid via ads for people using your app. You gave us a great template and we gave you the information you needed, then you turned around and stabbed us all in the back. Apologise for this, give us back the free app and charge for new features that we've asked for.",1
"This app used to be my go to app, but that is changing. $4.99 to see fuel prices and view history? I could see $0.99 a month maybe. Greed will kill this app. Just like everyone else out there, trying to get rich off a truck driver. Time for a boycott.... 10-4",2
I recently changed phones and had to redownload the app. It sucks. Most of it is locked and I have to pay $4.99 a month just to be able to get the price of fuel. What a waste.,0
"Looked up 3 trips, and tried a 4th, and it has the pad lock on it. Thanks anyway, but I'll pass, I'll keep looking for another.",0
App used to be awesome. Looks like the dev decided instead of having a great app he wanted to cash in on truckers. I have no problem when a dev has ads or a pay version but not 2 years after its been free to use. Changing the game midstream is just wrong. Guess the dev is just a money hungry jerk. A one time purchase fee is one thing but a monthly charge is just bull. FYI CHANGED TO ROADHUNTER SAME AS OLD TRUCKER PATH BUT NO EXTRA CHARGES.,4
Had this app for over 2 years. Now I have to pay a subscription to use features I already had.,1
"Don't need your copy and pasted bs sorry excuse. We truckers get screwed enough as it is! Thanks for one more screw over! Check out Truck Bubba, same features but free!",2
Why why wand why..... all necessary features where free and special useful and now you have to pay. Gesh,0
"Once was a great app.  Could deal with advertising and what not.  But, after update has turned into a bust. Yes you get the some things for free.. but, now even the history of a station is pay to see. REALLY! That history and most of the updates are done by your so called basic plan users and would have never got off the ground to where it is now.  What a huge let down and a I'll never update anything on this period because of this.  I hope more follow suit.",4
"$9.99 per month are you kidding me. Greedy devs took away many features that made this a once great app that was the best of its kind. I'd pay $10 a year but not a penny more. I'm telling everyone I know to dump this way over priced app. Don't bother with the copy and paste ""so sorry"" reply message, WE THE TRUCKING COMMUNITY MADE THIS APP GREAT, WE SUBMITTED THE PARKING AREAS, WE REVIEWED THE TRUCK STOPS, WE UPDATE WEIGH STATIONS, WE RATED YOUR APP, WE TOLD OUR FRIENDS. All you did is borrow Google map API Add a server/data base. WITHOUT US TRUCKERS YOU DON'T HAVE AN APP, YOU'RE THIEVES!!! Add banners ads, if you must, works for everyone else on the play store, greedy losers. GET ""ROAD HUNTER"" IT'S NEARLY AS GOOD, IT'S FREE AND WE THE TRUCKING COMMUNITY CAN MAKE IT GREAT!",4
